KODE APOTIK,Nama,Alamat,NPWP,NPPKP,PBF,SIPA,no_ijin,nama_apj,kode_petugas,delete_reason,Status,Latitude,Longitude,Kode Pos,Provinsi,Kabupaten,Kecamatan,Kelurahan,Kontak,validasi
PBF.BMJS,PT. BINA MAJU JAYA SUKSES,"Jl. Kubu No.RT.2, RT.2/RW.8, Jamur, Trangsan, Kec. Gatak, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.58195161,110.7413749,57557,JAWA TENGAH,,,Sukoharjo,85645104776,
PBF.CNTSJT,PT. Cinta Sejati,"Jl. K.H Samanhudi No.55, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149",,,,,,,,,active,-7.567334053,110.7993355,57149,JAWA TENGAH,,,Surakarta,0271-652353,
PBF.CNTSL,PT. Cinta Selaras,"Jl. Sri Kuncoro No.5B, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156",,,,,,,,,active,-7.587821328,110.8232474,57156,JAWA TENGAH,,,Surakarta,0271 652353,
PBF.LMSA,PT. Lab Medika Sejahtera Asri,"Jl. Sumpah Pemuda No.155, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127",,,,,,,,,active,-7.542768361,110.8410816,57127,JAWA TENGAH,,,SURAKARTA,,
PBF.RCSF,PT. Restu Cahaya Sejahtera Farma,"Jl. Tembak, Kadipiro, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,active,-7.53606731,110.8201395,57136,JAWA TENGAH,,,Surakarta,0271 852424/ 634342,
PBF.TMF,PT. Tegalrejo Mulia FArma,"Jl. Kalilarangan No.153, Jayengan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57152",,,,,,,,,active,-7.574795616,110.8213633,57152,JAWA TENGAH,,,Surakarta,0271 7002737,
PNT.YPAB,Panti YPAB Permata Hati,"Jl. Pracanda I No.09 RT. 01/33, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126",,,,,,,,,active,-7.557766222,110.8409209,57126,JAWA TENGAH,,,Surakarta,,
PT.AMP,PT. Antar Mitra Persada,"Jl. Jend. Sudirman No.29, Gawanan, Sukoharjo, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57512",,,,,,,,,active,-7.680050044,110.8415201,57512,JAWA TENGAH,,,SUKOHARJO,,
PT.BMS,PT. Bersinar Mandiri Sukses,"Jl. Semen Romo Cemani No.36-32, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.584510487,110.8075736,57552,JAWA TENGAH,,,SUKOHARJO,85725235549,
PT.BNKU,PT. Buana Karya Utama,"PERUM WATUPURY REGENCY JL. DLOPO-LANGENHARJO, Sawah, Kudu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.609409692,110.7967169,57556,JAWA TENGAH,,,sukoharjo,,
PT.BUF,PT. Bouti Usabda Farma,"Jl. Arjuna No.59, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.585049522,110.8079128,57552,JAWA TENGAH,,,SKH,"0271 722362, 720473",
PT.GRMT,PT. Great Mataram Semarang,"Jl. Semboja No.3, Lempongsari, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50231",,,,,,,, ,active,-7.002541359,110.4134049,50231,JAWA TENGAH,,,Semarang,0248500899/0248501899,
PT.JBL,PT. Jebresindo Loka,"Jl. Kolonel Sutarto No.52, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126",,,,,,,,,active,-7.55967381,110.8425768,57126,JAWA TENGAH,,,SURAKARTA,87836304912,
PT.KBF,PT. Kurnia Baru Farma,"Jl. Arjuna No.14, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.584516317,110.8062949,57552,JAWA TENGAH,,,Surakarta,(0271) 631305,
Pt.kby,PT. Kebayoran Pharma,"Jl. Sriwijaya Utara II No.25, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135",,,,,,,,,active,-7.54225289,110.8189805,57135,JAWA TENGAH,,,SKA,,
PT.MMMK,PT. Multi Medicipta MAndiri Komunikasi,"Pertokoan Pulomas Blok VI, RT.8/RW.7, Pulo Gadung, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260",,,,,,,,,active,-6.177236994,106.8946474,13260,JAWA TENGAH,,,JAkarta Timur,,
PT.NF,PT. NURI FARMINDO,"Jl. Moh. Husni Thamrin No.51, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57143",,,,,,,,,active,-7.558052309,110.798229,57143,JAWA TENGAH,,,Surakarta,0271 (713743) fax.0271-714884,
PT.RBH,PT. Respati Bintang Hutama,"Jl. Parangkesit No.18, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.582922687,110.8079144,57552,JAWA TENGAH,,,,,
PT.RNJFK,"PT. Rinjani Farma, (K)","Jl. Bone Utama No.37, Banyuanyar, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57137",,,,,,,,,active,-7.538477145,110.8080488,57137,JAWA TENGAH,,,Surakarta,085728728120/081329048841,
PT.SEHATIJ,PT. Sehati Jaya Farmasi,"Jl. Tarumanegara III, Banyuanyar, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57137",,,,,,,,,active,-7.538489833,110.8059253,57137,JAWA TENGAH,,,SURAKARTA,,
PT.SGM,PT. SUKSES GEMPITA MAKMUR,"Jl. Sukun No.50, Paulan Kulon, Paulan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57176",,,,,,,,,active,-7.534675015,110.755176,57176,JAWA TENGAH,,,Sukoharjo,,
PT.SML,PT. Sarana Medika Langgeng,"Tegal Rejo 03/05, Purbayan-baki",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
PY.PYDLNSI,Posyandu Lansia,"Jl. Sidoasih Barat No.6, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142",,,,,,,,,active,-7.566773174,110.8015689,57142,JAWA TENGAH,,,,,
RB.RBG,Rumah Bersalin Gratis,"Jl. ARIF rahman HAKIM 74, kepatihan kulon",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,0271 646933,
RS.ALAM,Rumah Sakit Al Amin," Jl. Raya Boyolali-Semarang, Jurug, Solo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.564612075,110.6200763,57322,JAWA TENGAH,,,Boyolali,,
RS.BNYDN,Rumah Sakit Banyudana,"Jl. Boyolali - Solo KM 10, Banyudono, Dusun I, Kuwiran, Kec. Banyudono, Kabupaten Boyolali, Jawa Tengah 57373",,,,,,,,,active,-7.535823927,110.6909127,57373,JAWA TENGAH,,,Boyolali,,
RS.KRMU,Rumah Sakit Khusus Orthopedi Karima Utama,"Jl. Amarta No.8-10, Area Sawah, Ngabeyan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57168",,,,,,,,,active,-7.545799757,110.7430605,57168,JAWA TENGAH,,,KArtasura,0271 783399,
RS.MKH,Rumah Sakit Mitra Keluarga Husada,"Jln pedan-juwiring, Kedungan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468",,,,,,,,,active,-7.690168279,110.7037086,57468,JAWA TENGAH,,,Pedan,0272 898333,
RS.MWD,Rumah Sakit Dr.Muwardi (Ibu Anik),"Jl. Kolonel Sutarto No.132, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126",,,,,,,,,active,-7.558414142,110.8420887,57126,JAWA TENGAH,,,,,
RS.PKUC,"Rumah SAkit PKU, Cawas","Jl. Pedan-Cawas, Dusun II, Cawas, Kec. Cawas, Kabupaten Klaten, Jawa Tengah 57463",,,,,,,,,active,-7.758875314,110.7000312,57463,JAWA TENGAH,,,,,
RS.PMIKLT,Palang Merah Indonesia cab. Klaten,"Jl. Veteran No.80, Ngingas Kidul, Ngilas Kidul, Bareng Lor, Klaten Utara, Klaten Regency, Central Java 57438",,,,,,,,,active,-7.694407389,110.6098774,57438,JAWA TENGAH,,,,,
RS.PRWLY,Rumah Sakit Puri Waluyo,"Jl. Slamet Riyadi, Penumping, Kec. Laweyan, Kota Surakarta, Jawa Tengah",,,,,,,,,active,-7.565589308,110.808005,,JAWA TENGAH,,,Surakarta,0271 710683,
RS.RSUKR,RSU. Karanganyar,"Jalan Laksda Jl. Yos Sudarso, Jengglong, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",,,,,,,,,active,-7.591159452,110.9500329,57716,JAWA TENGAH,,,KRA,0271 495025/ Mbak Ninuk,
RSI.RSIK,Rumah Sakit Islam Klaten,"Jl. Raya Klaten-Solo No.km 4, Sidorejo, Belang Wetan, Regency, Kabupaten Klaten, Jawa Tengah 57436",,,,,,,,,active,-7.684536905,110.6347829,57436,JAWA TENGAH,,,Klaten,,
RSU.001,RSU PKU Muhammadiyah,"Jl. Ronggowarsito No.130, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131",,,,,,,,,active,-7.565568781,110.8165736,57131,JAWA TENGAH,,,Surakarta,(0271) 714578,
RT.ANDI,Toko Andi, ,,,,,,,,kurang keterangan,deleted,,,,JAWA TENGAH,,,,,
RT.ANIK,Toko Anik,"Jl. Tentara Genie Pelajar, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127",,,,,,,,,active,-7.553604795,110.8377915,57127,JAWA TENGAH,,,Surakarta,,
RT.ASKA,Toko Aska,,,,,,,,,,deleted,,,,JAWA TENGAH,,,,,
RT.BGS,Toko Bagus,,,,,,,,,,deleted,,,,JAWA TENGAH,,,,,
RT.HRBL,Produk Herbal,Kantor,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
RT.HST,Toko Hesti,,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
RT.INDR,Toko Indira,,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
RT.Jalu,Toko Jalu,,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
RT.MNDR,Up. Ibu Erna,"Menara Mandiri, Solo",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
RTL.KSN02,Toko Khusnul,"Baki, Sanggrahan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
S.MM,Swalayan Mar-Mar,"Sumber, Solo",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Solo,,
SW.MS,Swalayan Mekar Surya,"Jl. Lawu No.126, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",,,,,,,,,active,-7.603355157,110.9711019,57716,JAWA TENGAH,,,Karanganyar,0271 9106557,
SWL.CTRM,Swalayan Citra Mas,"Jl. Bima No. 2 Gumulan, KLT",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
SWL.MJBR,Swalayan MAju BAru,"kulon pasar jatisrono, Jatisari, Kec. Jatisrono, Kabupaten Wonogiri, Jawa Tengah 57691",,,,,,,,,active,-7.828348263,111.1276617,57691,JAWA TENGAH,,,,,
SWL.PNLH,Swalayan Pinilih,"Jl. Bhayangkara No.62, Tipes, Kec. Serengan, Kota Surakarta, Jawa Tengah 57154",,,,,,,,,active,-7.575833675,110.8092016,57154,JAWA TENGAH,,,Surakarta,0271 730133,
SWL.PS,Putra Sakat Swalayan,"Jl. Raya Tubokarto-Pracimantoro-Wonogiri, Jenar, Pracimantoro, Kec. Pracimantoro, Kabupaten Wonogiri, Jawa Tengah 57664",,,,,,,,,active,-8.04917299,110.811308,57664,JAWA TENGAH,,,Wonogiri,,
SWL.SB,Swalayan Soba,"JL. Raya Solo Permai, Blok HH/20-22, 57552, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.600580047,110.8146473,57552,JAWA TENGAH,,,Surakarta,0271 623565,
SWL.SMPW,Swalayan Sami Purwo,"JL Sidoharjo-Wonogiri, Km 1 RT 1 RW 2, Jarum, Sidoharjo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57682",,,,,,,,,active,-7.822187894,111.067313,57682,JAWA TENGAH,,,Sidoarjo,,
TK.23,Toko 23,KLATEN,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KLATEN,,
TK.ADN,Toko Adina,Dukuh Pinggir RT5/7 Telukan Grogol,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,83866482318,
TK.AFT,Toko Afiat," Jl. Embarkasi H., Menjing, Donohudan, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.515446342,110.7813692,57375,JAWA TENGAH,,,,,
TK.AGRJK,TOKO AGUNG REJEKI,"SEPETEN 07/06, TLAWANG, SAWIT",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BYL,,
TK.ALAMN,Toko Al Amin,"Dusun II, Kartasura, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169",,,,,,,,,active,-7.557267743,110.7363483,57169,JAWA TENGAH,,,SKH,,
TK.ALK,Toko Alika,"Cawas, Klaten",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.ANGH,Toko Anugrah,"Perumahan Reka Regency, Jl. Mangesti No.Utara, Gentan, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.581638562,110.7809347,57556,JAWA TENGAH,,,Sukoharjo,,
TK.ANKCRK,Toko Aneka Corak,Pasar Legi,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,,
TK.ARIF,Toko Arif,"Ngenden, RT.04/RW.08, Gentan, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57194",,,,,,,,,active,-7.577096955,110.7855246,57194,JAWA TENGAH,,,Sukoharjo,,
TK.AYU,TOKO AYU,"GUMULAN, KLATEN TENGAH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KLATEN,,
TK.AZNS,Toko Aznas Sehat,"JAtikuwung 02/03 Gondangrejo, KRA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KRA,,
TK.BDHSD,Toko Budi Husada,"Jl. Pungkruk-Tanon KM 0,5, Sragen",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sragen,82136610933,
TK.BGP,Toko Bungaphon,"Gentan, Bendosari, SKH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
TK.BRKH,Toko Barokah,"Jl. Hasanudin, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57132",,,,,,,,,active,-7.558062685,110.8145803,57132,JAWA TENGAH,,,Solo,,
TK.BRKS,"Toko Barokah, SKH","Dusun II, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.615294498,110.8141619,57552,JAWA TENGAH,,,Sukoharjo,,
TK.BRT,Toko Bertha,"Jl. Sanggrahan - Embarkasi, Mranggen, Donohudan, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.524314441,110.7879017,57375,JAWA TENGAH,,,,,
TK.BTRN,Toserba Baturono,"Jl. Kyai Mojo No. 4, Solo",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,665176,
TK.BWB,"Toko Bu Wulan, Banyuanyar",Banyuanyar,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKA,,
TK.BYRPN,Toko Banyuripan,Mbayat,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.CKR,Toko Cokro,Janti-Klaten,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.DDK,TOKO DODIK,PEDAN,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,PEDAN,,
TK.DIAN,Toko Dian,"Demen, Jeron, Nogosari",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"Nogosari, Boyolali",8121515815,
TK.DIANA,Toko Diana,Cawas,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.DLG,Toko Delanggu,"Kali Winoko, Banaran, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.63910932,110.690692,57471,JAWA TENGAH,,,Delanggu,,
TK.DND,Toko Dinda,"Wonosari, KLT",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.DNS,Toko Dennis,"Jl. Slamet Riyadi No.7, Jembangan, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169",,,,,,,,,active,-7.561904502,110.7578036,57169,JAWA TENGAH,,,KTS,0271 7652443,
TK.EKJY,Toko Eka Jaya,"Jl. Jatinom - Boyolali, Perkiosan, Sorogaten, Kec. Tulung, Kabupaten Klaten, Jawa Tengah 57482",,,,,,,,,active,-7.599175782,110.6187502,57482,JAWA TENGAH,,,Jatinom,,
TK.FNT,Toko Fenty,Perum Cemani Indah A/9 SKH,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,0271 630540,
TK.FTMWT,Toko Fatmawati,"Kebon RT 2/RW 9, Menuran, Baki, SKH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
TK.FTNH,Toko Fatonah,"Unnamed Road, Cendana, Sugihan, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah 57528",,,,,,,,,active,-7.663553144,110.8635937,57528,JAWA TENGAH,,,SKH,0271 7094754,
TK.GRCA,Toko Gracia,"Cangakan Timur, Cangakan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",,,,,,,,,active,-7.593818838,110.9415192,57716,JAWA TENGAH,,,Karanganyar,0271 495463,
TK.GT,Toko Gito,"Jl.Kastrian 23, depan STIE",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"Pajang,SKA",,
TK.HDYH,Toko Hidayah,"Jl. Lettu Rm.Hartono, Godean, Wirun, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.604444815,110.8671341,57554,JAWA TENGAH,,,Sukoharjo,611804,
TK.HNYMS,Toko Henasya Milk Shop,"Ngarum, Ngrampal",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sragen,,
TK.IM,Toko Mukarno,"Jl. Jend. A. Yani, Badran Baru, Papahan, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722",,,,,,,,,active,-7.586966358,110.9277185,57722,JAWA TENGAH,,,KAranganyar,81329070543,
TK.JKW,Toko Jokowi Ahok,Palang Joglo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,,
TK.JNT,Toko Janto,"Jl. Untung Suropati No.154, RT.01/RW.01, Losari, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57117",,,,,,,,,active,-7.579891717,110.8391595,57117,JAWA TENGAH,,,Surakarta,,
TK.JTY,Toko Jatayu Bu Rus,"Jl. Sidomulyo, Waringin Rejo",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,,
TK.KM12,"Toko KM 12, Kebakkramat",,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kebakkramat,,
TK.KNGA,Toko Kenanga,"Jl. Kapten Piere Tendean, Sidowayah, Kabupaten, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57413",,,,,,,,,active,-7.704676004,110.5996635,57413,JAWA TENGAH,,,Klaten,,
TK.KNL,Toko Kronelan,Bekonang,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
Tk.krniajy,Toko Karunia jaya,wirun mojolaban Sukoharjo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
TK.MJ,Toko Manis Jaya,"Jl. Brigjen KAtamso no. 47, dkt dr. Oen",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
TK.MKMB,Toko Makmur Bersama,"Jl.RA Kartini 30, Sragen",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sragen,,
TK.MMKNCR,Mini Market Kuncoro,Jl. Solo-KRA KM 12,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Karanganyar,0271 495002,
TK.MNDR,Toko MAndiri,"Jl. Cawas - Bayat, Dusun I, Bawak, Kec. Cawas, Kabupaten Klaten, Jawa Tengah 57463",,,,,,,,,active,-7.76977289,110.6825881,57463,JAWA TENGAH,,,Pedan,,
TK.MRH,Toko Murah,"Jl. Bangak - Simo No.Km. 15, Kebayanan 3, Pelem, Kec. Simo, Kabupaten Boyolali, Jawa Tengah 57377",,,,,,,,,active,-7.446281167,110.6783482,57377,JAWA TENGAH,,,BYL,0276 3294539,
TK.MTR,Toko Mutiara,"Potrowanen, Sanggrahan, Donohudan, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.524202035,110.7874309,57375,JAWA TENGAH,,,,,
TK.MW,Toko MW,"Blimbing Wonorejo, Polokarto",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,,
TK.MW1,Toko MW 1,"Jl. Sido Luhur 84,Waringin Rejo Grogol",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,653622,
TK.NJWPDN,Toko Najwa,"Jl. Raya Pedan Juwiring,",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Juwiring,,
TK.ORN,Toko Orin,"ngupit, Klaten",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.OVN,Toko Ovin," Rw. 4, Gadingan, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.584164099,110.8486055,57554,JAWA TENGAH,,,"Bekonang, SKH",,
TK.PAGNG,TOKO PAK AGUNG,"PEDAN, KLATEN",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KLATEN,,
TK.PKW,Pakuwon Toko,Jl.Slogoimo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Wonogiri,,
TK.RHY,Toko Rahayu,"Jl. Raya Solo, Sawah, Kudu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.608165207,110.7973343,57552,JAWA TENGAH,,,Sukoharjo,,
Tk.RIO,Toko Rio,Jl. Raya Kingkang Sawah,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.RJ,Toko Raja,"Bayat, Klaten",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.RM,Toko Rama,"Wonorejo RT 2/6 Sukorejo Musuk, BYL",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BYL,,
TK.RMJJY,Toko Remaja JAya,"Jl. Lawu No.424, Badran Asri, Cangakan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57112",,,,,,,,,active,-7.593499131,110.9406843,57112,JAWA TENGAH,,,KAranganyar,0271 494260,
TK.RN,Toko Reni,Pedan,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.RNDSR,Toko Randu Sari,Boyolali,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,,
TK.RNT,Toko RAnti,"Jl. Karandan, Joyotakan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57157",,,,,,,,,active,-7.593542756,110.823358,57157,JAWA TENGAH,,,Sukoharjo,,
TK.SD,Toko Sri Dewi,"Jl. Gajahmada No.113, Punggawan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57132",,,,,,,,,active,-7.561420687,110.8192285,57132,JAWA TENGAH,,,Solo,,
TK.SHMT,TOKO SHINTA,"JL. TENTARA PELAJAR, NUSUKAN",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKA,,
TK.SKTST,Toserba Sakat SAtu,"Jl. Sidoharjo - Girimarto, Bakalan Kulon, Sidoharjo, Kec. Sidoharjo, Kabupaten Wonogiri, Jawa Tengah 57682",,,,,,,,,active,-7.821012807,111.0679185,57682,JAWA TENGAH,,,,,
TK.SL,Toko Shila,Solo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Solo,,
TK.SMBM,Toko Sumber Mulyo,Padasan Mranggen Polokarto,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"Bekonang, Sukoharjo",,
Tk.SMBRJK,Toko Sumber Rejeki,"Jl. Kahuripan No.75, Sumber, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57138",,,,,,,,,active,-7.546340461,110.7987705,57138,JAWA TENGAH,,,Surakarta,0271 715958,
TK.SMDJY,Toko Samudra JAya,"Jl. RE Martadinata No.9, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121",,,,,,,,,active,-7.569762388,110.8323778,57121,JAWA TENGAH,,,Surakarta,08112574361 (mbak Eny),
TK.SMPRW,Toserba Sami Purwo,"JL Sidoharjo-Wonogiri, Km 1 RT 1 RW 2, Jarum, Sidoharjo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57682",,,,,,,,,active,-7.822321313,111.0673232,57682,JAWA TENGAH,,,Girimarto,,
TK.SNTR,TOKO SENTRA,"JAtinom, Klaten",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
TK.SNTS,Toko Santoso,"Pasar Kadipolo, Los No. 126 A, JL. DR. Rajiman, Surakarta, Panularan, Solo, Kota Surakarta, Jawa Tengah 57149",,,,,,,,,active,-7.572521575,110.8153984,57149,JAWA TENGAH,,,,,
TK.SR,Toko Sari,"Jl Stasiun Ceper no. 17 Dukuh Mondokan RT 01/06, Ngaglik, Klepu, Kec. Ceper, Kabupaten Klaten, Jawa Tengah 57465",,,,,,,,,active,-7.666312096,110.6759584,57465,JAWA TENGAH,,,Pedan,,
TK.SRH,Toko Sarah,Jagalan,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,85229988988,
TK.SRJ,Toko Seroja,"Unnamed Road, Dusun Tukluk, Kerjo Lor, Kec. Ngadirojo, Kabupaten Wonogiri, Jawa Tengah 57681",,,,,,,,,active,-7.820497317,111.0185313,57681,JAWA TENGAH,,,Ngadirojo,,
TK.SWDY,Toko Swadaya,Kplx. Ps. bag.Selatan A1 3&4,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Wonogiri,,
TK.TGMLY,Toko Obat Tegal Mulyo,Tegal Mulyo Rt 2C/III,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"Kartasura, SKH",85647079021,
TK.TIAN,Toko Tian,"Jl. R. M. Said No.238, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.55560452,110.811135,57139,JAWA TENGAH,,,Surakarta,0271 713912,
TK.TIAS,Toko Tias FArma,"Gg. Sambiroto, Tegalrejo, Jetis, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57511",,,,,,,,,active,-7.688015246,110.8300067,57511,JAWA TENGAH,,,Sukoharjo,85642213011,
